edge_id,u,v,distance_km,hydraulic_probability,hydraulic_logit,age_cost,negative_age_cost,chemistry_objective_unconstrained,chemistry_objective_constrained,negative_chemistry_log_objective,phreeqc_objective_change,phreeqc_ok,thermodynamic_constraints_active_count,thermodynamic_bound_hit_count,constraints_binding,reaction_extents,dominant_reaction,dominant_reaction_family,dominant_reaction_unconstrained,dominant_reaction_family_unconstrained,seed,split,is_true_edge,true_process,true_process_family,probability_hydraulic_chemistry,probability_hydraulic_chemistry_age,permuted_negative_age_cost,probability_age_permuted_control
MF2106_P0_M0->MF2106_P2_M2,MF2106_P0_M0,MF2106_P2_M2,1.8071394572610366,0.999999,13.815509557935018,0.007731798722803263,-0.007702061549925413,0.17232462149249103,0.17910149694073438,-0.16475270516183754,0.006776875448243347,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.02760781846007841, 'anorthite': 0.16666714977206146, 'k_feldspar': 0.011316859131688057, 'NO3src': 0.22527049248354325, 'denit': 0.2549571263601604, 'CaNa_exch': 0.0, 'NaCa_exch': 0.056405232536934996, 'MgNa_exch': 0.01647288295834309, 'NaMg_exch': 0.0}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.30481711957930807,0.2739490797159574,-0.487252667305034,0.45570087211332594
MF2106_P0_M0->MF2106_P0_M3,MF2106_P0_M0,MF2106_P0_M3,2.162791126579905,0.999999,13.815509557935018,0.0014795133960574171,-0.0014784199944482166,0.15602207206702956,0.15602207206566532,-0.14498486355031695,-1.3642420526593924e-12,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.06375823519888445, 'anorthite': 0.0, 'k_feldspar': 0.05304322487387672, 'NO3src': 0.020022561497884093, 'denit': 0.03563727266331704, 'CaNa_exch': 0.0, 'NaCa_exch': 0.09323255638982114, 'MgNa_exch': 0.054985363013164056, 'NaMg_exch': 0.0}",NaCa_exch,silicate_exchange,CaNa_exch,silicate_exchange,2106,development,0,,,0.7336748415335409,0.7263246757011995,-0.0007773494858170152,0.7260930029354544
MF2106_P0_M0->MF2106_P1_M3,MF2106_P0_M0,MF2106_P1_M3,2.2797135216200877,0.999999,13.815509557935018,0.0001618669487854952,-0.0001618538497444561,0.1905732772444289,0.25461393018700157,-0.22682789990836066,0.06404065294257266,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.016003630028765876, 'anorthite': 9.186471075567583e-05, 'k_feldspar': 0.0, 'NO3src': 0.14828624528583154, 'denit': 0.44792741567358524, 'CaNa_exch': 0.06420208032453048, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.022746647271201882}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.0013645335510557258,0.0007878590149456357,-0.9086253213130155,0.003556086128920929
MF2106_P0_M0->MF2106_P2_M3,MF2106_P0_M0,MF2106_P2_M3,2.4242612905120535,0.999999,13.815509557935018,0.0006046475458761639,-0.0006044648202015073,0.17814778943811901,0.19102631081692534,-0.17481538149516868,0.012878521378806324,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.011163426092028163, 'anorthite': 0.09199458622051056, 'k_feldspar': 0.021533122210806034, 'NO3src': 0.18667481740426933, 'denit': 0.47030875423045554, 'CaNa_exch': 0.00354288446620156, 'NaCa_exch': 0.0, 'MgNa_exch': 0.008908849206253174, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2106,development,0,,,0.146791933029909,0.12081384110166554,-0.0010678707680782185,0.12089567218847384
MF2106_P0_M1->MF2106_P0_M2,MF2106_P0_M1,MF2106_P0_M2,0.7457455614786194,0.999999,13.815509557935018,0.009323969043253232,-0.00928076916582459,0.16122516636201517,0.16122516636436854,-0.1494756256551279,2.35336750087356e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.19444096478687672, 'anorthite': -0.4228316769335239, 'k_feldspar': 0.016827289839268664, 'NO3src': 0.0, 'denit': 0.010576735141262108, 'CaNa_exch': 0.08698187469373378, 'NaCa_exch': 0.0, 'MgNa_exch': 0.002511716485069086, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2106,development,1,carbonate_precipitation,carbonate,0.6447046809070073,0.6326295867773896,-0.0016894708091005977,0.6296924534865124
MF2106_P0_M1->MF2106_P1_M2,MF2106_P0_M1,MF2106_P1_M2,1.0531752108450412,0.999999,13.815509557935018,0.017069094523959338,-0.016925054310218526,0.18384298352170858,0.2451222715595312,-0.21923373518235287,0.06127928803782262,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.18897741115662173, 'anorthite': -0.3598082553338017, 'k_feldspar': 0.008095521169917328, 'NO3src': 0.21701617558622346, 'denit': 0.484508989171323, 'CaNa_exch': 0.18390974989328882, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.05327249015225043}",denit,denitrification,gypsum,sulfate_source,2106,development,0,,,0.0027605810249720854,0.0017192254823554887,-5.4214763124332456e-05,0.0016717684275500534
MF2106_P0_M1->MF2106_P2_M2,MF2106_P0_M1,MF2106_P2_M2,1.3478239605543836,0.999999,13.815509557935018,0.02799549582925852,-0.027610785534326485,0.1621978132958512,0.16419298776830116,-0.152028132618239,0.0019951744724499565,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.13834121726698612, 'anorthite': -0.10787857408083107, 'k_feldspar': 0.03226308551182487, 'NO3src': 0.2089899289671849, 'denit': 0.1924923094645642, 'CaNa_exch': 0.0198896399827032, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",NO3src,other,NO3src,other,2106,development,0,,,0.5886862700562646,0.5795086279695494,-0.0037353580647535322,0.56980987939068
MF2106_P0_M1->MF2106_P0_M3,MF2106_P0_M1,MF2106_P0_M3,1.49180435132783,0.999999,13.815509557935018,0.0029054694071587606,-0.0029012566888974947,0.16319050596701287,0.16319050444566635,-0.15116666446055374,-1.5213465209829025e-09,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.286563353120967, 'anorthite': -0.4155400285506931, 'k_feldspar': 0.058431675521960734, 'NO3src': 0.10125913278506397, 'denit': 0.10114127294597552, 'CaNa_exch': 0.07151506084165493, 'NaCa_exch': 0.0, 'MgNa_exch': 0.004864740479431954, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2106,development,0,,,0.6079319668339896,0.5902868939083409,-5.034462545807827e-07,0.5891204217596581
MF2106_P0_M1->MF2106_P1_M3,MF2106_P0_M1,MF2106_P1_M3,1.6571810154107791,0.999999,13.815509557935018,0.0006824066982252974,-0.0006821739646476888,0.1853790659793198,0.24063170236917542,-0.21562068729226633,0.055252636389855614,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.17922966555674788, 'anorthite': -0.33153961364933143, 'k_feldspar': 0.007396830560958333, 'NO3src': 0.19980550926814014, 'denit': 0.46687239236425093, 'CaNa_exch': 0.1906098959487766, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.06172500269962935}",denit,denitrification,gypsum,sulfate_source,2106,development,0,,,0.003858366226877725,0.002393212396237256,-0.008273847286002183,0.002423526170994211
MF2106_P0_M1->MF2106_P2_M3,MF2106_P0_M1,MF2106_P2_M3,1.8511962036581553,0.999999,13.815509557935018,0.002263127663290714,-0.0022605706470566213,0.17055729180344484,0.17581287385785208,-0.16195971594619316,0.005255582054407237,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.2249610158281151, 'anorthite': -0.24305372839349929, 'k_feldspar': 0.02909946508789437, 'NO3src': 0.23378033474661114, 'denit': 0.47062068105318106, 'CaNa_exch': 0.12247756705047019, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.021771883557437845}",denit,denitrification,denit,denitrification,2106,development,0,,,0.3624376766794679,0.3303412323848217,-0.0008499479489370069,0.32982280652816715
MF2106_P0_M1->MF2106_P2_M1,MF2106_P0_M1,MF2106_P2_M1,1.078337564394743,0.9715637509545589,3.531242181689336,0.3395537724796459,-0.2923365528919342,0.16383788943655475,0.1638378869108121,-0.15172306719655126,-2.5257426428115792e-09,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.30495279891212024, 'anorthite': -0.37125802318835327, 'k_feldspar': 0.04088645751304403, 'NO3src': 0.1785107716509028, 'denit': 0.155224010026097, 'CaNa_exch': 0.1178080803233984, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.030086287643831606}",anorthite,silicate_exchange,anorthite,silicate_exchange,2106,development,0,,,0.05692837946079977,0.04324082941622865,-0.0006821739646476888,0.027080232156064345
MF2106_P0_M1->MF2106_P1_M1,MF2106_P0_M1,MF2106_P1_M1,0.6652947523009943,0.8429844770884405,1.6806038714306628,0.7321549735153273,-0.5493662827629265,0.16234166244368314,0.1623416624468419,-0.15043664485591726,3.158751038512264e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.20376387532466964, 'anorthite': -0.3930550199182411, 'k_feldspar': 0.005891857029638682, 'NO3src': 0.0, 'denit': 0.2046909546986827, 'CaNa_exch': 0.180139881371614, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.04862532352787425}",anorthite,silicate_exchange,anorthite,silicate_exchange,2106,development,0,,,0.03687853516592887,0.03763139684933097,-0.0022605706470566213,0.015506755051970304
MF2106_P0_M2->MF2106_P0_M3,MF2106_P0_M2,MF2106_P0_M3,0.746950390556944,0.999999,13.815509557935018,0.02668179885699372,-0.02633204735517571,0.15481000860851396,0.15481000860773064,-0.14393583573109636,-7.833178550242792e-13,True,8,5,"{'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'MgNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.08027810620092773, 'anorthite': 0.0, 'k_feldspar': 0.04590453626495613, 'NO3src': 0.03764017933961073, 'denit': 0.04127937797007489, 'CaNa_exch': 0.0, 'NaCa_exch': 0.012303486307517545, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0}",albite,silicate_exchange,albite,silicate_exchange,2106,development,1,silicate_weathering,silicate_exchange,0.752292353016673,0.7542540061739272,-0.0029012566888974947,0.7469646461865396
MF2106_P0_M2->MF2106_P1_M3,MF2106_P0_M2,MF2106_P1_M3,1.0441324788304427,0.999999,13.815509557935018,0.0005431148780365644,-0.000542967444530997,0.19632938018605273,0.28094904279598265,-0.24760124288527355,0.08461966260992992,True,8,4,"{'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.006400380147651738, 'anorthite': 0.0, 'k_feldspar': -0.004868001622276127, 'NO3src': 0.1428982940641319, 'denit': 0.4341457481397918, 'CaNa_exch': 0.14739719698776513, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0800136463100732}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.000198034887535354,0.00010046534340711434,-6.774952837663222e-05,0.00010038603370188152
MF2106_P0_M2->MF2106_P2_M3,MF2106_P0_M2,MF2106_P2_M3,1.333099335362047,0.999999,13.815509557935018,0.004908426264372774,-0.004896419214626009,0.18345700714186972,0.20843553258106914,-0.18932657474973422,0.024978525439199428,True,8,4,"{'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.030305911042205147, 'anorthite': 0.08329737498530451, 'k_feldspar': 0.012447963991317963, 'NO3src': 0.18978205582635915, 'denit': 0.46406033235509575, 'CaNa_exch': 0.10293207807806339, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.054311572956947954}",denit,denitrification,denit,denitrification,2106,development,0,,,0.04273389466398681,0.031762193202750505,-0.2696509865736791,0.048467628069039446
MF2106_P0_M2->MF2106_P1_M2,MF2106_P0_M2,MF2106_P1_M2,0.7520943133467142,0.45341242051200537,-0.18689241815796698,0.6278378588265747,-0.487252667305034,0.1942002847823342,0.2881554273665125,-0.25321129382291563,0.09395514258417831,True,8,4,"{'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.0, 'anorthite': -0.02751109106227849, 'k_feldspar': -0.0029879208911597066, 'NO3src': 0.15134914835959212, 'denit': 0.4443925862968646, 'CaNa_exch': 0.1391636104038427, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.07093790599327808}",denit,denitrification,gypsum,sulfate_source,2106,development,0,,,1.5189080355488606e-06,6.498262207290065e-07,-0.0007341503935381933,2.8948662053920895e-07
MF2106_P0_M2->MF2106_P2_M2,MF2106_P0_M2,MF2106_P2_M2,1.1311275090418456,0.2194247816189181,-1.2690216141217447,0.6076383558647298,-0.47476624239308884,0.17489484193232419,0.1912880391614572,-0.17503510761618812,0.016393197229133016,True,8,4,"{'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.033735020497809964, 'anorthite': 0.19078845946623307, 'k_feldspar': 0.009199494045713047, 'NO3src': 0.18100168092398958, 'denit': 0.20168552182597957, 'CaNa_exch': 0.010269297861906349, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.03090012256717689}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.0015536355040640618,0.0009859764183743236,-0.5839085446807969,0.001181844248853131
MF2106_P0_M3->MF2106_P1_M3,MF2106_P0_M3,MF2106_P1_M3,0.6876232622437918,0.7145805165453833,0.9177357104799836,1.6813207430840882,-0.9863094877131546,0.19397047119681882,0.26000171162019114,-0.2311130793911871,0.06603124042337233,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.12269725400349427, 'anorthite': 0.05251674953512511, 'k_feldspar': -0.04708869498335816, 'NO3src': 0.01847257841160559, 'denit': 0.3093014737856973, 'CaNa_exch': 0.1299578804346977, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.06971089367796794}",denit,denitrification,NO3src,other,2106,development,0,,,1.67020939453388e-05,2.0251109889408438e-05,-0.00928076916582459,3.992426337798813e-06
MF2106_P0_M3->MF2106_P2_M3,MF2106_P0_M3,MF2106_P2_M3,1.0617983474704504,0.455900742178241,-0.17685657428451906,1.4904315293414334,-0.9124560004174461,0.17586149349865918,0.19067274609389095,-0.17451848023503194,0.014811252595231778,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.1044013592413328, 'anorthite': 0.13198288475682998, 'k_feldspar': -0.03744102283641717, 'NO3src': 0.037481079698332184, 'denit': 0.31539557597130147, 'CaNa_exch': 0.0894350210104266, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.044304873536794805}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.0022867130712428043,0.0032387444137080713,-0.02302358180706496,0.0007404092778262455
MF2106_P1_M0->MF2106_P1_M1,MF2106_P1_M0,MF2106_P1_M1,0.6741100105339747,0.999999,13.815509557935018,1.6664043984718755e-05,-1.6663905141080254e-05,0.15389575780576595,0.15401086608090334,-0.14324358405622503,0.00011510827513738775,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.005910857133920783, 'anorthite': -0.007602087028695649, 'k_feldspar': 0.0, 'NO3src': 0.0, 'denit': 0.21571374942058844, 'CaNa_exch': 0.01404143327942466, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.007993707029545672}",denit,denitrification,denit,denitrification,2106,development,1,denitrification,denitrification,0.7640898293590791,0.7588471709706321,-0.0021857228529120623,0.7595062611608461
MF2106_P1_M0->MF2106_P2_M1,MF2106_P1_M0,MF2106_P2_M1,0.8229679190716704,0.999999,13.815509557935018,3.3983473444181594e-05,-3.3982896019029834e-05,0.15790641640519681,0.15790641641073477,-0.146613561041183,5.537958980283975e-12,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.08458180322591953, 'anorthite': 0.025951740520514188, 'k_feldspar': 0.03817267149015335, 'NO3src': 0.12269544737953895, 'denit': 0.12480505563741244, 'CaNa_exch': 0.0, 'NaCa_exch': 0.04859020222046576, 'MgNa_exch': 0.0055906236948050185, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2106,development,0,,,0.7030633956688255,0.6925522325786381,-0.000542967444530997,0.6927323227726911
MF2106_P1_M0->MF2106_P1_M2,MF2106_P1_M0,MF2106_P1_M2,1.423909427725456,0.999999,13.815509557935018,0.0012079705990671171,-0.0012072415896052827,0.18459699715506694,0.2324474658872101,-0.20900200199967411,0.04785046873214316,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.03666535401335485, 'anorthite': 0.04992404646442128, 'k_feldspar': 0.0031279987687175903, 'NO3src': 0.1323891185838804, 'denit': 0.4270164909928894, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.0029300075707407976}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.007115716349056627,0.004608467616654293,-0.00615722930861878,0.004646360538653262
MF2106_P1_M0->MF2106_P2_M2,MF2106_P1_M0,MF2106_P2_M2,1.5094981584686562,0.999999,13.815509557935018,0.002188113286398031,-0.0021857228529120623,0.17216764266608486,0.1728187606524897,-0.15941004848589055,0.0006511179864048255,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.08198048240920558, 'anorthite': 0.284839248514844, 'k_feldspar': 0.022027989097651923, 'NO3src': 0.1623962921705082, 'denit': 0.18249561322965752, 'CaNa_exch': 0.0, 'NaCa_exch': 0.1423190120527138, 'MgNa_exch': 0.036542600300250645, 'NaMg_exch': 0.0}",anorthite,silicate_exchange,anorthite,silicate_exchange,2106,development,0,,,0.4187863331146817,0.3884515377004448,-0.0048107737701666735,0.38948846551990135
MF2106_P1_M0->MF2106_P0_M2,MF2106_P1_M0,MF2106_P0_M2,1.542742743897464,0.999999,13.815509557935018,0.0037423432093202087,-0.0037353580647535322,0.15533967584821617,0.15533967584953562,-0.14439439238190552,1.3194445536157673e-12,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.0028352625585116938, 'anorthite': -0.04422918216295093, 'k_feldspar': 0.00362986793067014, 'NO3src': 0.0, 'denit': 0.025903497861145642, 'CaNa_exch': 0.0, 'NaCa_exch': 0.06699859694132328, 'MgNa_exch': 0.03840835386467724, 'NaMg_exch': 0.0}",NaCa_exch,silicate_exchange,CaNa_exch,silicate_exchange,2106,development,0,,,0.744262814340595,0.7385380063124503,-0.004168303153264029,0.7386769286336337
MF2106_P1_M0->MF2106_P1_M3,MF2106_P1_M0,MF2106_P1_M3,2.1659028929065967,0.999999,13.815509557935018,5.545473530574256e-06,-5.5454581544927616e-06,0.18681476404027594,0.22841570816566686,-0.20572529700331374,0.04160094412539092,True,9,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.051320203245999584, 'anorthite': 0.08882542480647343, 'k_feldspar': 0.0034086334019191125, 'NO3src': 0.1079486318513505, 'denit': 0.40059202213393985, 'CaNa_exch': 0.0, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.00866968532327679}",denit,denitrification,anorthite,silicate_exchange,2106,development,0,,,0.009625437988533849,0.006354790876278924,-0.4819927950534739,0.014048300380231981
MF2106_P1_M0->MF2106_P2_M3,MF2106_P1_M0,MF2106_P2_M3,2.218397121843281,0.999999,13.815509557935018,5.034463813098696e-07,-5.034462545807827e-07,0.1781017893905979,0.1807292580755874,-0.1661322629030467,0.0026274686849895035,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': -0.0047741370240451785, 'anorthite': 0.1669851644184249, 'k_feldspar': 0.019334790048703778, 'NO3src': 0.18964133226853425, 'denit': 0.46329569284329897, 'CaNa_exch': 0.0, 'NaCa_exch': 0.044553583992881805, 'MgNa_exch': 0.013104682766824808, 'NaMg_exch': 0.0}",denit,denitrification,denit,denitrification,2106,development,0,,,0.27833812256037266,0.24520761133566657,-0.47476624239308884,0.41695783485923515
MF2106_P1_M0->MF2106_P0_M3,MF2106_P1_M0,MF2106_P0_M3,2.2356887141929045,0.999999,13.815509557935018,0.0007864808052691198,-0.0007861716913047732,0.1596731851143445,0.1596731851113724,-0.14813822845000155,-2.9720947924971597e-12,True,9,5,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.05583766568919049, 'anorthite': 0.006465837265940598, 'k_feldspar': 0.05615223928895389, 'NO3src': 0.021781608789396206, 'denit': 0.044591639892051387, 'CaNa_exch': 0.0, 'NaCa_exch': 0.11401073100259344, 'MgNa_exch': 0.0526178499875696, 'NaMg_exch': 0.0}",NaCa_exch,silicate_exchange,CaNa_exch,silicate_exchange,2106,development,0,,,0.6726467596126561,0.6597259901592836,-0.0014784199944482166,0.6599842202058571
MF2106_P1_M1->MF2106_P1_M2,MF2106_P1_M1,MF2106_P1_M2,0.7498201236709804,0.999999,13.815509557935018,0.004822364121032296,-0.0048107737701666735,0.16093403500400524,0.16440641645839105,-0.15221144340179424,0.0034723814543858034,True,10,7,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'NO3src': 'lower', 'iron_reduction': 'lower', 'NaCa_exch': 'lower', 'MgNa_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.06008579844629887, 'anorthite': -0.11961791360618253, 'k_feldspar': -0.010158707005461403, 'NO3src': 0.0, 'sulfate_reduction': 0.23470864315079185, 'iron_reduction': 0.0, 'CaNa_exch': 0.09279693830748444, 'NaCa_exch': 0.0, 'MgNa_exch': 0.0, 'NaMg_exch': 0.03975966790349012}",sulfate_reduction,sulfate_reduction,sulfate_reduction,sulfate_reduction,2106,development,1,sulfate_reduction,sulfate_reduction,0.5845535776959471,0.565785760111083,-0.0008533028858866965,0.5641691974416713
MF2106_P1_M1->MF2106_P2_M2,MF2106_P1_M1,MF2106_P2_M2,0.8748394301704027,0.999999,13.815509557935018,0.010088915774132822,-0.010038362398211405,0.16292780753067757,0.16292878997105392,-0.1509416420583537,9.824403763569745e-07,True,10,6,"{'calcite': 'lower', 'dolomite': 'lower', 'gypsum': 'lower', 'iron_reduction': 'lower', 'CaNa_exch': 'lower', 'NaMg_exch': 'lower'}","{'calcite': 0.0, 'dolomite': 0.0, 'gypsum': 0.0, 'albite': 0.0, 'anorthite': 0.15496420366523844, 'k_feldspar': 0.0066230864470137535, 'NO3src': 0.23289405069922875, 'sulfate_reduction': 0.06048269360710422, 'iron_reduction': 0.0, 'CaNa_exch': 0.0, 'NaCa_exch': 0.07569631828304206, 'MgNa_exch': 0.01453539500374022, 'NaMg_exch': 0.0}",NO3src,other,NO3src,other,2106,development,0,,,0.612906913496904,0.5985283197400966,-0.02633204735517571,0.6050177652609953
